X,Y,source_url,what3words,upstream,name,completeness,uuid,date_modified,source,version,type,physical-address,phone,email,url
43.4414998,12.920622,http://www.openstreetmap.org/node/4695581007,assimilate.mulled.billows,OpenStreetMap¶n4695581007,Al Huraqiyah HU,29.41%,88f9047cb986499f9be375dbc41996ed,2017/02/20 14:43:35+00,OpenStreetMap,2,clinic,,,,
43.2417909,13.3198454,http://www.openstreetmap.org/node/4718604079,plays.glassy.doubter,OpenStreetMap¶n4718604079,Al Mokha hospital,29.41%,67dff74cec7447a68de07edb810c6db4,2017/03/05 15:50:07+00,OpenStreetMap,2,hospital,,,,
43.2691346,13.2193134,http://www.openstreetmap.org/node/4695580717,infinitely.sneaked.gleaned,OpenStreetMap¶n4695580717,Al Wahijah HU,29.41%,0f3accb17b9a4485a203977d50d893c9,2017/02/20 14:43:31+00,OpenStreetMap,2,clinic,,,,
44.8920893,12.9777523,http://www.openstreetmap.org/node/4332319016,welder.invocations.marbles,OpenStreetMap¶n4332319016,Al Waht Hospital,35.29%,f4f6e886a0eb4ac5a8394cba84d05727,2016/08/09 19:59:41+00,OpenStreetMap,2,hospital,Al Waht main street,,,
45.0380770973892,12.80579365,http://www.openstreetmap.org/way/173088502,answers.timing.craftsman,openstreetmap¶w173088502,Al-Jumhuriah Hospital,35.29%,b3f178b187204c4da65d3ee5b61950a6,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,
49.6040838,14.7544259,http://www.openstreetmap.org/node/4329263678,booklets.adverbs.began,OpenStreetMap¶n4329263678,"Alsalama Hospital;مستوصف السلامة",29.41%,08800d24795d4fd9b59dd9acdf2234a3,2016/07/31 10:27:01+00,OpenStreetMap,2,hospital,,,,
49.596448,14.754853,http://www.openstreetmap.org/node/4298023012,townhouse.skimmers.trials,OpenStreetMap¶n4298023012,Arab Clinic Center,29.41%,2a9015cab3c94281ac33dffd7d9f6472,2016/07/25 07:19:02+00,OpenStreetMap,2,hospital,,,,
49.1267049018697,14.55063285,http://www.openstreetmap.org/way/173342343,materials.outlooks.static,openstreetmap¶w173342343,As Salam Private Hospital,35.29%,29a59dea21c14e3c815204cbfce4a48f,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,,,,
43.5007551,12.7139658,http://www.openstreetmap.org/node/4695581012,negativity.aggressively.cyclist,OpenStreetMap¶n4695581012,Bab al Mandab HU,29.41%,e611bdce160f4de288cf15b97a028ba2,2017/02/20 14:43:35+00,OpenStreetMap,2,clinic,,,,
45.0437967,12.7798251,http://www.openstreetmap.org/node/4040613545,slice.striving.songbird,OpenStreetMap¶n4040613545,Babel Hospital,29.41%,8009244416504c0cadb856b8927a9b06,2016/03/04 19:04:56+00,OpenStreetMap,2,hospital,,,,
